Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
4,Sheikh M. Anwar Saeed,IND,359,1,224625,66506,524,30%,NA-95 Lahore-IV,National,1997
5,Raja Abdul Sattar,PPP-ZAB,223,0,224625,66506,524,30%,NA-95 Lahore-IV,National,1997
6,Dr. Khakan Bkhat Yawar Khan,IND,133,0,224625,66506,524,30%,NA-95 Lahore-IV,National,1997
7,M. Ashfaq Ch.,IND,72,0,224625,66506,524,30%,NA-95 Lahore-IV,National,1997
8,Nawab Dr. Amber Shahzada,IND,55,0,224625,66506,524,30%,NA-95 Lahore-IV,National,1997
9,Jamil Asghar Khizari,IND,46,0,224625,66506,524,30%,NA-95 Lahore-IV,National,1997
10,Hussain Abbas Adv.,PAP,38,0,224625,66506,524,30%,NA-95 Lahore-IV,National,1997
Winner,Mian M. Shehbaz Sharif,PML-N,47614,78,225247,60468,529,27%,NA-96 Lahore-V,National,1997
2,M. Hanif Ramay,PPP,10410,17,225247,60468,529,27%,NA-96 Lahore-V,National,1997
3,Kh. Sabahuddin Naik,PTI,2125,3,225247,60468,529,27%,NA-96 Lahore-V,National,1997
4,Zafarullah Khan,WP,168,0,225247,60468,529,27%,NA-96 Lahore-V,National,1997
5,Dr. Abdul Qayoom Awan,KT,151,0,225247,60468,529,27%,NA-96 Lahore-V,National,1997
Winner,M. Ishaq Dar,PML-N,61556,70,308272,87405,0,28%,NA-97 Lahore-VI,National,1997
2,Prof. Ijaz-ul-Hasan,PPP,16958,19,308272,87405,0,28%,NA-97 Lahore-VI,National,1997
3,Dr. Pervaiz Hassan,PTI,7811,9,308272,87405,0,28%,NA-97 Lahore-VI,National,1997
4,Ch. Ali Hussain,HPG,386,0,308272,87405,0,28%,NA-97 Lahore-VI,National,1997
5,M. Naveed Ch.,PPP-SB,364,0,308272,87405,0,28%,NA-97 Lahore-VI,National,1997
6,Tariq Atta,IND,251,0,308272,87405,0,28%,NA-97 Lahore-VI,National,1997
7,Syed Ahmad Saeed Karmani,IND,79,0,308272,87405,0,28%,NA-97 Lahore-VI,National,1997
Winner,Mian M. Munir,PML-N,55606,73,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
2,Alhaj Mian Aziz-ur-Rehman Chan,PPP,13802,18,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
3,Hamid Khan,PTI,5923,8,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
4,Zahid Bashir,IND,329,0,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
5,Ghulam Nabi Bhatti Allahwala,PDP,112,0,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
6,Malik M. Aslam,IND,86,0,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
7,Syed Mehmood Ali,IND,54,0,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
8,Rana Ahmad Saeed Adv.,IND,52,0,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
9,M. Yaqoob Sidhu,IND,36,0,294257,76000,695,26%,NA-98 Lahore-VII,National,1997
Winner,Sardar Kamil Umar,PML-N,50387,67,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
2,Malik Shah M. Mohsin,PPP,16901,22,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
3,Dr. Ch. Zahid Akram Natt,IND,4834,6,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
4,Arif Zia,IND,989,1,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
5,Sohail Asghar Ghurki,IND,354,0,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
6,Shaukat Ali,IND,253,0,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
7,M. Idrees,PTI,215,0,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
8,Ch. Kamran Siddiq,IND,79,0,186952,74012,1377,40%,NA-99 Lahore-VIII,National,1997
Winner,Ch. M. Ashiq Diyal,IND,28589,35,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
2,Shaukat Ali,PML-N,28089,35,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
3,Ch. Khalid Javed Ghurki,PPP,19804,25,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
4,Ijaz Ahmad Diyal,IND,589,1,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
5,Malik Tajjamul Hussain,PTI,447,1,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
6,Ch. Shabbir Ahmad Khan,IND,438,1,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
7,Samina Khalid Ghurki,IND,434,1,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
8,Abdul Waheed,IND,310,0,176978,78700,1964,46%,NA-100 Lahore-IX,National,1997
Winner,Rana Tanveer Hussain,PML-N,66902,64,290045,101467,2693,36%,NA-101 Sheikhupura-I,National,1997
2,Nasir Ahmad Pannu,PPP,26192,25,290045,101467,2693,36%,NA-101 Sheikhupura-I,National,1997
3,M. Saleem,IND,3886,4,290045,101467,2693,36%,NA-101 Sheikhupura-I,National,1997
4,Mian Ali Asghar,PTI,3524,3,290045,101467,2693,36%,NA-101 Sheikhupura-I,National,1997
5,Ch. M. Anwar,IND,728,1,290045,101467,2693,36%,NA-101 Sheikhupura-I,National,1997
6,Rana M. Sarwat Iqbal,WP,235,0,290045,101467,2693,36%,NA-101 Sheikhupura-I,National,1997
Winner,Mehmood Akbar Khan,PML-N,67003,61,283351,106775,2418,39%,NA-102 Sheikhupura-II,National,1997
2,Haji Munawar Hussain Manj,PPP,33603,31,283351,106775,2418,39%,NA-102 Sheikhupura-II,National,1997
3,Qaisar Zulfiqar Bhatti,IND,1980,2,283351,106775,2418,39%,NA-102 Sheikhupura-II,National,1997
4,Ch. M. Inamullah,PTI,1931,2,283351,106775,2418,39%,NA-102 Sheikhupura-II,National,1997
5,Malik Riasat Ali,PPP,1639,2,283351,106775,2418,39%,NA-102 Sheikhupura-II,National,1997
6,Ch. M. Khan Manj,IND,619,1,283351,106775,2418,39%,NA-102 Sheikhupura-II,National,1997
Winner,Ch. M. Barjees Tahir,PML-N,52199,58,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
2,Rai Ijaz Ahmad Khan,PPP,22705,25,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
3,Mian Shahid Haider,PTI,5493,6,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
4,Ishtiaq Ahmad Cheema,IND,2748,3,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
5,Begum Farkhanda Rai,PPP-SB,2425,3,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
6,Malik Maqsood Ahmad Awan,IND,1198,1,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
7,Nazar Hussain Saroya,IND,863,1,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
8,Abdul Latif Anwar,JUI-S,265,0,229395,87896,2421,39%,NA-103 Sheikhupura-III,National,1997
Winner,Naeem Hussain Chattha,PML-N,72038,65,300548,107299,2890,37%,NA-104 Sheikhupura-IV,National,1997
2,Ch. Tawakalullah Virk,PPP,28296,26,300548,107299,2890,37%,NA-104 Sheikhupura-IV,National,1997
3,Ch. M. Sadiq Dhillun,PTI,2760,3,300548,107299,2890,37%,NA-104 Sheikhupura-IV,National,1997
4,Sheikh Babar Nasim,PPP-SB,1640,1,300548,107299,2890,37%,NA-104 Sheikhupura-IV,National,1997
5,M. Saleem Akhtar,AQP,1545,1,300548,107299,2890,37%,NA-104 Sheikhupura-IV,National,1997
6,Malak Hussain Ali Noorka,IND,1020,1,300548,107299,2890,37%,NA-104 Sheikhupura-IV,National,1997
Winner,Rai Mansab Ali Khan,PML-N,44049,51,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
2,Mehar Saeed Ahmad Zafar,IND,24952,29,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
3,Rai Bashir Ahmad Khan Bhatti,PPP,11269,13,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
4,Rai Sarwar Khan Kharal,PPP-ZAB,2193,3,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
5,Ashraf Ali Javed,SI,388,0,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
6,Maahur Rang Illahi,IND,357,0,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
7,Rai Saleem-ur-Rehman Bhatti,PTI,303,0,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
8,Haji Rai M. Nawaz Kharal,IND,259,0,252815,83770,2859,34%,NA-105 Sheikhupura-V,National,1997
Winner,Mian Khurshid Mehmood Kasuri,PML-N,62215,62,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
2,Asif Ahmad Ali,PML-J Chattha,27429,27,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
3,Mehar M. Rafiq,IND,3910,4,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
4,Sardar M. Hussain,IND,1642,2,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
5,Habibullah Khan,PTI,904,1,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
6,Bakhtiar Mehmood,IND,839,1,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
7,Sardar Qaisar Ali Khan,ANP,535,1,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
8,Sardar Haroon Ahmad Ali,IND,310,0,258085,97784,2642,39%,NA-106 Kasur-I,National,1997
Winner,Ch. M. Hanif Khan,PML-N,50927,56,198135,87832,2911,46%,NA-107 Kasur-II,National,1997
2,Mazhar Hayat,PML-J Chattha,22854,25,198135,87832,2911,46%,NA-107 Kasur-II,National,1997
3,M. Hussain Ansari,IND,6743,7,198135,87832,2911,46%,NA-107 Kasur-II,National,1997
4,Syeda Nelofar Mehdi,IND,3860,4,198135,87832,2911,46%,NA-107 Kasur-II,National,1997
5,M. Arshad,PTI,2157,2,198135,87832,2911,46%,NA-107 Kasur-II,National,1997
6,Sahabzada Ahmad Raza Khan,IND,1022,1,198135,87832,2911,46%,NA-107 Kasur-II,National,1997
7,Malik Waqar Ahmad Khan Naul,IND,269,0,198135,87832,2911,46%,NA-107 Kasur-II,National,1997
Winner,Rana M. Hayat Khan,PML-N,66990,65,257992,101597,2174,40%,NA-108 Kasur-III,National,1997
2,Sardar Talib Hassan Nakai,PML-J Chattha,32160,31,257992,101597,2174,40%,NA-108 Kasur-III,National,1997
3,Sardar Pervaiz Hussain Nakai,IND,1569,2,257992,101597,2174,40%,NA-108 Kasur-III,National,1997
4,Rana M. Arif,IND,878,1,257992,101597,2174,40%,NA-108 Kasur-III,National,1997
Winner,Molana Moeenuddin Lakhvi,PML-N,59977,62,248820,94564,2636,39%,NA-109 Kasur-IV,National,1997
2,Sardar M. Arif Nakai,PML-J Chattha,22652,23,248820,94564,2636,39%,NA-109 Kasur-IV,National,1997
3,Abdul Aziz Azizi,JUI-S,8120,8,248820,94564,2636,39%,NA-109 Kasur-IV,National,1997
4,Sardar M. Ashiq,IND,2264,2,248820,94564,2636,39%,NA-109 Kasur-IV,National,1997
5,Sardar Javed Iqbal,IND,1551,2,248820,94564,2636,39%,NA-109 Kasur-IV,National,1997
Winner,Mian M. Zaman,PML-N,53567,56,224608,93007,2429,42%,NA-110 Okara-I,National,1997
2,Rao Sikandar Iqbal,PPP,34365,36,224608,93007,2429,42%,NA-110 Okara-I,National,1997
3,Mian Yawar Zaman,IND,2352,2,224608,93007,2429,42%,NA-110 Okara-I,National,1997
4,Rao Abdul Mujeeb Khan,IND,1125,1,224608,93007,2429,42%,NA-110 Okara-I,National,1997
5,Dr. Manzoor-ul-Hassan,PTI,783,1,224608,93007,2429,42%,NA-110 Okara-I,National,1997
6,M. Shafi,IND,470,0,224608,93007,2429,42%,NA-110 Okara-I,National,1997
7,Wing Comm. (R) Ehsan-ul-Haq,IND,194,0,224608,93007,2429,42%,NA-110 Okara-I,National,1997
8,Sahabzada Mian M. Attiq-ur-Rehman,PDP,151,0,224608,93007,2429,42%,NA-110 Okara-I,National,1997
Winner,Syed Sajjad Haider,PML-N,49023,49,242109,96350,3309,41%,NA-111 Okara-II,National,1997
2,Ch. Shafqat Abbas Rabera,PPP,39416,40,242109,96350,3309,41%,NA-111 Okara-II,National,1997
3,Mumtaz Ali Ch.,IND,4461,4,242109,96350,3309,41%,NA-111 Okara-II,National,1997
4,Rai M. Khalid Kharal,IND,1877,2,242109,96350,3309,41%,NA-111 Okara-II,National,1997
5,Ch. Mehmood Ahmad Gill,PTI,1227,1,242109,96350,3309,41%,NA-111 Okara-II,National,1997
6,Rai Ahmad Hassan Kharal,IND,346,0,242109,96350,3309,41%,NA-111 Okara-II,National,1997
Winner,Rao Qaiser Ali Khan,PML-N,47697,48,247953,95664,3034,40%,NA-112 Okara-III,National,1997
2,Mian Manzoor Ahmad Wattoo,PML-J,26449,27,247953,95664,3034,40%,NA-112 Okara-III,National,1997
3,Rao M. Ajmal,PPP,16166,16,247953,95664,3034,40%,NA-112 Okara-III,National,1997
4,Mian Ahmad Shujah Wattoo,IND,3076,3,247953,95664,3034,40%,NA-112 Okara-III,National,1997
5,Dr. Syed Azmat Abbas,PTI,1814,2,247953,95664,3034,40%,NA-112 Okara-III,National,1997
6,Rao M. Safdar Khan,AIMP,462,0,247953,95664,3034,40%,NA-112 Okara-III,National,1997
Winner,Mian M. Yaseen Wattoo,PML-N,48960,47,247626,100648,2524,42%,NA-113 Okara-IV,National,1997
2,Mian Manzoor Ahmad Wattoo,PML-J,46403,45,247626,100648,2524,42%,NA-113 Okara-IV,National,1997
3,Mian M. Feroze Khan,PPP,4864,5,247626,100648,2524,42%,NA-113 Okara-IV,National,1997
4,M. Saeed Khan Ladhuka,PTI,421,0,247626,100648,2524,42%,NA-113 Okara-IV,National,1997
Winner,Haji Sikandar Hayat Bosan,PML-N,67320,57,280711,115862,2142,42%,NA-114 Multan-I,National,1997
2,Syed Yusuf Raza Gilani,PPP,44603,38,280711,115862,2142,42%,NA-114 Multan-I,National,1997
3,Abdur Rehman Khan,PTI,1385,1,280711,115862,2142,42%,NA-114 Multan-I,National,1997
4,Syed Ahmad Mujtaba Gilani,IND,1090,1,280711,115862,2142,42%,NA-114 Multan-I,National,1997
5,Zafar Ali Bosan,IND,1081,1,280711,115862,2142,42%,NA-114 Multan-I,National,1997
6,M. Ramzan,HPG,245,0,280711,115862,2142,42%,NA-114 Multan-I,National,1997
7,M. Latif Ansar,IND,138,0,280711,115862,2142,42%,NA-114 Multan-I,National,1997
Winner,Haji M. Boota,PML-N,56331,66,298527,84496,1008,29%,NA-115 Multan-II,National,1997
2,Malik Salahuddin Dogar,PPP,24366,28,298527,84496,1008,29%,NA-115 Multan-II,National,1997
3,M. Arif Sheikh,PTI,2390,3,298527,84496,1008,29%,NA-115 Multan-II,National,1997
4,Abdul Latif Rao,PPP-ZAB,482,1,298527,84496,1008,29%,NA-115 Multan-II,National,1997
5,M. Nadeem Qureshi,ANP,286,0,298527,84496,1008,29%,NA-115 Multan-II,National,1997
6,Ishaq Khan Khakwani (R),PPP-SB,274,0,298527,84496,1008,29%,NA-115 Multan-II,National,1997
7,Manshad Ali Qureshi,HPG,199,0,298527,84496,1008,29%,NA-115 Multan-II,National,1997
8,Syed M. Zaman Shah,IND,99,0,298527,84496,1008,29%,NA-115 Multan-II,National,1997
9,Pirzada Moeenuddin Qureshi,PSL,69,0,298527,84496,1008,29%,NA-115 Multan-II,National,1997
Winner,Sheikh M. Tahir Rasheed,PML-N,47322,58,260393,80481,678,31%,NA-116 Multan-III,National,1997
2,Tanveer-ul-Hassan Gilani,PPP,30874,38,260393,80481,678,31%,NA-116 Multan-III,National,1997
3,Mian Mukhtar Ahmad,IND,1294,2,260393,80481,678,31%,NA-116 Multan-III,National,1997
4,M. Bilal Khan Leghari,IND,812,1,260393,80481,678,31%,NA-116 Multan-III,National,1997
5,Ikramuddin,PSL,179,0,260393,80481,678,31%,NA-116 Multan-III,National,1997
Winner,Ghulam Qasim Khan,PML-N,72957,57,290216,125137,2277,44%,NA-117 Lodhran-I,National,1997
2,Rana Mumtaz Ahmad Noon,PPP,47501,37,290216,125137,2277,44%,NA-117 Lodhran-I,National,1997
3,Rana Riaz Ahmad Noon,IND,3429,3,290216,125137,2277,44%,NA-117 Lodhran-I,National,1997
4,Syed Nasir Ali Rizvi,IND,645,1,290216,125137,2277,44%,NA-117 Lodhran-I,National,1997
5,Sardar Sikander Hayat Khan,PTI,605,0,290216,125137,2277,44%,NA-117 Lodhran-I,National,1997
Winner,M. Siddiq Khan Kanju,PML-N,84287,65,278749,127524,1650,46%,NA-118 Multan-cum-Lodhran,National,1997
2,Mirza M. Nasir Baig,PPP,40236,31,278749,127524,1650,46%,NA-118 Multan-cum-Lodhran,National,1997
3,M. Tufail Thakar,HPG,1468,1,278749,127524,1650,46%,NA-118 Multan-cum-Lodhran,National,1997
4,Mian Aziz Ahmad Jandeer,PTI,985,1,278749,127524,1650,46%,NA-118 Multan-cum-Lodhran,National,1997
5,Syed Nasir Ali Rizvi,IND,548,0,278749,127524,1650,46%,NA-118 Multan-cum-Lodhran,National,1997
Winner,Syed Javed Ali Shah,PML-N,71953,61,268203,114937,2194,44%,NA-119 Multan-IV,National,1997
2,Malik Ghulam Abbas Khaki,PPP,38173,33,268203,114937,2194,44%,NA-119 Multan-IV,National,1997
3,Rana M. Qasim Noon,IND,1780,2,268203,114937,2194,44%,NA-119 Multan-IV,National,1997
4,Col. (R) Syed M. Younas Ali,PTI,1606,1,268203,114937,2194,44%,NA-119 Multan-IV,National,1997
5,Hafiz Ghulam Haider,HPG,790,1,268203,114937,2194,44%,NA-119 Multan-IV,National,1997
6,Ch. M. Hanif Meo,IND,635,1,268203,114937,2194,44%,NA-119 Multan-IV,National,1997
Winner,Makhdoom M. Javed Hashmi,PML-N,59675,51,265795,115738,1921,44%,NA-120 Multan-cum-Khanewal,National,1997
2,Shah Mehmood Qureshi,PPP,49346,42,265795,115738,1921,44%,NA-120 Multan-cum-Khanewal,National,1997
3,Riaz Hussain Wahla,IND,3365,3,265795,115738,1921,44%,NA-120 Multan-cum-Khanewal,National,1997
4,Syed Makhdoom Ghulam Gilani,IND,1208,1,265795,115738,1921,44%,NA-120 Multan-cum-Khanewal,National,1997
5,Akhtar Hussain Wahla,PTI,956,1,265795,115738,1921,44%,NA-120 Multan-cum-Khanewal,National,1997
6,Arshad Hussain Maitla,IND,652,1,265795,115738,1921,44%,NA-120 Multan-cum-Khanewal,National,1997
7,Iftikhar Akbar Randhawa,HPG,536,0,265795,115738,1921,44%,NA-120 Multan-cum-Khanewal,National,1997
Winner,Syed Fakhar Imam Shah,PML-N,56225,51,274425,108080,1471,40%,NA-121 Khanewal-I,National,1997
2,Raza Hayat Hiraj,PPP,49251,45,274425,108080,1471,40%,NA-121 Khanewal-I,National,1997
3,Rao Khalid Mahmood,IND,1166,1,274425,108080,1471,40%,NA-121 Khanewal-I,National,1997
4,Iftikhar Ahmad Haqani,JUI,1113,1,274425,108080,1471,40%,NA-121 Khanewal-I,National,1997
5,Syed Faisal Imam Shah,IND,325,0,274425,108080,1471,40%,NA-121 Khanewal-I,National,1997
Winner,Aftab Ahmad Khan Daha,PML-N,60525,59,258640,101595,1858,40%,NA-122 Khanewal-II,National,1997
2,Sardar Allah Yar Hiraj,PPP,36936,36,258640,101595,1858,40%,NA-122 Khanewal-II,National,1997
3,Hameedullah Khan Niazi,PTI,2271,2,258640,101595,1858,40%,NA-122 Khanewal-II,National,1997
4,Brig. (R) Amanullah Khan,IND,1300,1,258640,101595,1858,40%,NA-122 Khanewal-II,National,1997
5,Javed Iqbal Hashmi,IND,563,1,258640,101595,1858,40%,NA-122 Khanewal-II,National,1997
Winner,Majeeda Begum Wyne,PML-N,68701,57,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
2,Aslam Bodla,PPP,36932,31,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
3,Pir Arif Zaman Qureshi,IND,7978,7,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
4,Pir Shujat Hasnain Qureshi,IND,4183,3,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
5,Azhar Maqbool Shah Adv.,PTI,966,1,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
6,M. Younas,IND,684,1,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
7,Qari M. Safdar Javed,JUI,398,0,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
8,Mehar M. Afzal Dullu,JUP-Noorani,141,0,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
9,Tauqeer Abbas Shah,IND,84,0,263468,120067,370,46%,NA-123 Khanewal-III,National,1997
Winner,Mian Anwar-ul-Haq Ramay,PML-N,71832,64,286025,109272,2567,39%,NA-124 Sahiwal-I,National,1997
2,Ch. Nauraiz Shakoor Khan,PPP,32692,29,286025,109272,2567,39%,NA-124 Sahiwal-I,National,1997
3,Shabbir Ali Ahmad Khan,IND,2341,2,286025,109272,2567,39%,NA-124 Sahiwal-I,National,1997
4,Rana M. Hanif Khan,PTI,1373,1,286025,109272,2567,39%,NA-124 Sahiwal-I,National,1997
5,M. Ashraf Akhtar Walayatia,IND,691,1,286025,109272,2567,39%,NA-124 Sahiwal-I,National,1997
6,Mian Khalid Mehmood Ramay,IND,343,0,286025,109272,2567,39%,NA-124 Sahiwal-I,National,1997
Winner,Ch. M. Ashraf,PML-N,75214,67,276332,108243,3208,40%,NA-125 Sahiwal-II,National,1997
2,Mehar Ghulam Farid Kathia,PPP,24807,22,276332,108243,3208,40%,NA-125 Sahiwal-II,National,1997
3,M. Saeed Bhutta,NPP,2543,2,276332,108243,3208,40%,NA-125 Sahiwal-II,National,1997
4,Dr. Rai Shabbir Ahmad Kharal,PPP-SB,1755,2,276332,108243,3208,40%,NA-125 Sahiwal-II,National,1997
5,Ghulam Farid,IND,1470,1,276332,108243,3208,40%,NA-125 Sahiwal-II,National,1997
6,Haji Hafeez-ul-Haq Adv.,PTI,1454,1,276332,108243,3208,40%,NA-125 Sahiwal-II,National,1997
7,Ch. M. Rafiq Zafar (R),IND,1000,1,276332,108243,3208,40%,NA-125 Sahiwal-II,National,1997
Winner,Rai Ahmad Nawaz,PML-N,85145,65,297879,127509,2958,44%,NA-126 Sahiwal-III,National,1997
2,Begum Shahnaz Javed,PPP,39900,31,297879,127509,2958,44%,NA-126 Sahiwal-III,National,1997
3,Dr. Imam Bakhsh Adv.,PTI,1752,1,297879,127509,2958,44%,NA-126 Sahiwal-III,National,1997
4,Malik Iqbal Ahmad Langarial,IND,712,1,297879,127509,2958,44%,NA-126 Sahiwal-III,National,1997
Winner,Raja Shahid Saeed Khan,PML-N,66563,58,292249,111413,2937,39%,NA-127 Pakpattan-I (GE-1993 NA-127 Sahiwal-IV),National,1997
2,Mian M. Amjad Joyia,PPP,42765,37,292249,111413,2937,39%,NA-127 Pakpattan-I (GE-1993 NA-127 Sahiwal-IV),National,1997
3,Ch. Shahbaz Hussain Wains,IND,2085,2,292249,111413,2937,39%,NA-127 Pakpattan-I (GE-1993 NA-127 Sahiwal-IV),National,1997
Winner,Mehmood Ahmad Khan,PML-N,67413,55,335019,117785,5307,37%,NA-128 Pakpattan-II (GE-1993 NA-128 Pakpattan),National,1997
2,M. Hashim Khan,PPP,38456,31,335019,117785,5307,37%,NA-128 Pakpattan-II (GE-1993 NA-128 Pakpattan),National,1997
3,Mian Ghulam M. Ahmad Khan Maneka,IND,8226,7,335019,117785,5307,37%,NA-128 Pakpattan-II (GE-1993 NA-128 Pakpattan),National,1997
4,Mian Ahmad Raza Maneka,IND,2352,2,335019,117785,5307,37%,NA-128 Pakpattan-II (GE-1993 NA-128 Pakpattan),National,1997
5,Sardar Mansib Ali Dogar,IND,1338,1,335019,117785,5307,37%,NA-128 Pakpattan-II (GE-1993 NA-128 Pakpattan),National,1997
Winner,M. Nawaz Khan,PML-N,90967,67,294559,133446,3093,46%,NA-129 Vehari-I,National,1997
2,Noor M. Khan Bhabha,PPP,36678,27,294559,133446,3093,46%,NA-129 Vehari-I,National,1997
3,Mian Haq Nawaz,PTI,3062,2,294559,133446,3093,46%,NA-129 Vehari-I,National,1997
4,Khizar Hayat Khan Bhabha,IND,1769,1,294559,133446,3093,46%,NA-129 Vehari-I,National,1997
5,Malik Riaz M. Miswan,IND,970,1,294559,133446,3093,46%,NA-129 Vehari-I,National,1997
Winner,Tehmina Daultana,PML-N,70335,55,293563,123973,3533,43%,NA-130 Vehari-II,National,1997
2,Akbar Ali Bhatti,IND,42355,33,293563,123973,3533,43%,NA-130 Vehari-II,National,1997
3,Ishaq Khan Khakwani,PPP,7852,6,293563,123973,3533,43%,NA-130 Vehari-II,National,1997
4,Haji Zafar Ali,IND,2675,2,293563,123973,3533,43%,NA-130 Vehari-II,National,1997
5,Mian Allah Bakhsh Soru,AQP,756,1,293563,123973,3533,43%,NA-130 Vehari-II,National,1997
Winner,Syed Shahid Mehdi Nasim Shah,PML-N,75281,59,298147,125765,2570,43%,NA-131 Vehari-III,National,1997
2,Qurban Ali Chuhan,PPP,47090,37,298147,125765,2570,43%,NA-131 Vehari-III,National,1997
3,Ch. M. Iqbal Gujjar,PTI,1664,1,298147,125765,2570,43%,NA-131 Vehari-III,National,1997
4,Abdul Rashid Bhatti,IND,1292,1,298147,125765,2570,43%,NA-131 Vehari-III,National,1997
5,Malik M. Iqbal,IND,438,0,298147,125765,2570,43%,NA-131 Vehari-III,National,1997
Winner,Sardar M. Amjad Farooq Khan,PML-N,73302,50,385089,142254,3828,38%,NA-132 Dera Ghazi Khan,National,1997
2,Sardar Mansoor Ahmad Khan,IND,59761,41,385089,142254,3828,38%,NA-132 Dera Ghazi Khan,National,1997
3,Khawja Jamaluddin Asghar,PPP,3005,2,385089,142254,3828,38%,NA-132 Dera Ghazi Khan,National,1997
4,Sardar M. Jamal Khan,IND,2732,2,385089,142254,3828,38%,NA-132 Dera Ghazi Khan,National,1997
5,M. Akbar Khan Hotani,IND,2731,2,385089,142254,3828,38%,NA-132 Dera Ghazi Khan,National,1997
6,Dilshad Ahmad Shaheen,IND,568,0,385089,142254,3828,38%,NA-132 Dera Ghazi Khan,National,1997
7,Molana Fazal-ur-Rehman,JUI,155,0,385089,142254,3828,38%,NA-132 Dera Ghazi Khan,National,1997
Winner,Sardar M. Jafar Khan Leghari,IND,69532,49,366790,137898,4240,39%,NA-133 Dera Ghazi Khan-cum-Rajanpur,National,1997
2,Sardar Imtiaz Ahmad Khan Leghari,PML-N,48977,34,366790,137898,4240,39%,NA-133 Dera Ghazi Khan-cum-Rajanpur,National,1997
3,Malik M. Iqbal Arain,PPP,9817,7,366790,137898,4240,39%,NA-133 Dera Ghazi Khan-cum-Rajanpur,National,1997
4,Sardar M. Saifuddin Khan Khosa,IND,3212,2,366790,137898,4240,39%,NA-133 Dera Ghazi Khan-cum-Rajanpur,National,1997
5,Sardar Mansoor Ahmad Khan Leghari,IND,2716,2,366790,137898,4240,39%,NA-133 Dera Ghazi Khan-cum-Rajanpur,National,1997
6,Sardar Owais Ahmad Khan Leghari,IND,2173,2,366790,137898,4240,39%,NA-133 Dera Ghazi Khan-cum-Rajanpur,National,1997
7,Sardar M. Yusuf Khan Leghari,IND,1471,1,366790,137898,4240,39%,NA-133 Dera Ghazi Khan-cum-Rajanpur,National,1997
Winner,Sardar Nasrullah Khan Dreshak,IND,73112,54,368877,129719,5775,37%,NA-134 Rajanpur,National,1997
2,Mir Balakh Sher Mazari,IND,37768,28,368877,129719,5775,37%,NA-134 Rajanpur,National,1997
3,M. Sadiq Khan Sherwani,PML-N,18839,14,368877,129719,5775,37%,NA-134 Rajanpur,National,1997
